Name	Xpos(f)	Ypos(f)	XposEnd(f)	YposEnd(t)	Xpos(i)	Ypos(i)	XposEnd(i)	YposEnd(i)
Cosmetic_PortraitFrame_S5_T4	0.341797	0.166016	0.390625	0.332031	700	170	800	340
Cosmetic_PortraitFrame_S5_T5	0.390625	0.166016	0.439453	0.332031	800	170	900	340
Cosmetic_SeasonalFrame_01_P3	0.439453	0.166016	0.488281	0.332031	900	170	1000	340
Cosmetic_SeasonalFrame_02_P3	0.488281	0.166016	0.537109	0.332031	1000	170	1100	340
Cosmetic_SeasonalFrame_03_P3	0.537109	0.166016	0.585938	0.332031	1100	170	1200	340
Cosmetic_SeasonalFrame_04_P3	0.585938	0.166016	0.634766	0.332031	1200	170	1300	340
Cosmetic_SeasonalFrame_05_P3	0.634766	0.166016	0.683594	0.332031	1300	170	1400	340
Cosmetic_SeasonalFrame_06_P3	0.683594	0.166016	0.732422	0.332031	1400	170	1500	340
Cosmetic_PortraitFrame_JadeSerpent	0.732422	0.166016	0.781250	0.332031	1500	170	1600	340
Cosmetic_PortraitFrame_BC2015	0.781250	0.166016	0.830078	0.332031	1600	170	1700	340
Cosmetic_PortraitFrame_AdventureMode_01	0.830078	0.166016	0.878906	0.332031	1700	170	1800	340
Cosmetic_PortraitFrame_AdventureMode_02	0.878906	0.166016	0.927734	0.332031	1800	170	1900	340
Cosmetic_PortraitFrame_AdventureMode_03	0.927734	0.166016	0.976563	0.332031	1900	170	2000	340
Cosmetic_PortraitFrame_AdventureMode_04	0.000000	0.332031	0.048828	0.498047	0	340	100	510
Cosmetic_PortraitFrame_AdventureMode_05	0.048828	0.332031	0.097656	0.498047	100	340	200	510
Cosmetic_PortraitFrame_AdventureMode_06	0.097656	0.332031	0.146484	0.498047	200	340	300	510
Cosmetic_PortraitFrame_HellStar_01	0.146484	0.332031	0.195313	0.498047	300	340	400	510
Cosmetic_PortraitFrame_HellStar_02	0.195313	0.332031	0.244141	0.498047	400	340	500	510
Cosmetic_PortraitFrame_HellStar_03	0.244141	0.332031	0.292969	0.498047	500	340	600	510
Cosmetic_PortraitFrame_HellStar_04	0.292969	0.332031	0.341797	0.498047	600	340	700	510
Cosmetic_PortraitFrame_HellStar_05	0.341797	0.332031	0.390625	0.498047	700	340	800	510
Cosmetic_PortraitFrame_HellStar_06	0.390625	0.332031	0.439453	0.498047	800	340	900	510
Cosmetic_PortraitFrame_TalRasha_01	0.439453	0.332031	0.488281	0.498047	900	340	1000	510
Cosmetic_PortraitFrame_TalRasha_02	0.488281	0.332031	0.537109	0.498047	1000	340	1100	510
Cosmetic_PortraitFrame_TalRasha_03	0.537109	0.332031	0.585938	0.498047	1100	340	1200	510
Cosmetic_PortraitFrame_TalRasha_04	0.585938	0.332031	0.634766	0.498047	1200	340	1300	510
Cosmetic_PortraitFrame_TalRasha_05	0.634766	0.332031	0.683594	0.498047	1300	340	1400	510
Cosmetic_PortraitFrame_TalRasha_06	0.683594	0.332031	0.732422	0.498047	1400	340	1500	510
Cosmetic_PortraitFrame_Soulstone_01	0.732422	0.332031	0.781250	0.498047	1500	340	1600	510
Cosmetic_PortraitFrame_Soulstone_02	0.781250	0.332031	0.830078	0.498047	1600	340	1700	510
Cosmetic_PortraitFrame_Soulstone_03	0.830078	0.332031	0.878906	0.498047	1700	340	1800	510
Cosmetic_PortraitFrame_Soulstone_04	0.878906	0.332031	0.927734	0.498047	1800	340	1900	510
Cosmetic_PortraitFrame_Soulstone_05	0.927734	0.332031	0.976563	0.498047	1900	340	2000	510
Cosmetic_PortraitFrame_Soulstone_06	0.000000	0.498047	0.048828	0.664063	0	510	100	680
Cosmetic_PortraitFrame_AngelvsDemon_01	0.048828	0.498047	0.097656	0.664063	100	510	200	680
Cosmetic_PortraitFrame_AngelvsDemon_02	0.097656	0.498047	0.146484	0.664063	200	510	300	680
Cosmetic_PortraitFrame_AngelvsDemon_03	0.146484	0.498047	0.195313	0.664063	300	510	400	680
Cosmetic_PortraitFrame_AngelvsDemon_04	0.195313	0.498047	0.244141	0.664063	400	510	500	680
Cosmetic_PortraitFrame_AngelvsDemon_05	0.244141	0.498047	0.292969	0.664063	500	510	600	680
Cosmetic_PortraitFrame_AngelvsDemon_06	0.292969	0.498047	0.341797	0.664063	600	510	700	680
Cosmetic_PortraitFrame_Imperius_01	0.341797	0.498047	0.390625	0.664063	700	510	800	680
Cosmetic_PortraitFrame_Imperius_02	0.390625	0.498047	0.439453	0.664063	800	510	900	680
Cosmetic_PortraitFrame_Imperius_03	0.439453	0.498047	0.488281	0.664063	900	510	1000	680
Cosmetic_PortraitFrame_Imperius_04	0.488281	0.498047	0.537109	0.664063	1000	510	1100	680
Cosmetic_PortraitFrame_Imperius_05	0.537109	0.498047	0.585938	0.664063	1100	510	1200	680
Cosmetic_PortraitFrame_Imperius_06	0.585938	0.498047	0.634766	0.664063	1200	510	1300	680
Cosmetic_PortraitFrame_Barbarian	0.634766	0.498047	0.683594	0.664063	1300	510	1400	680
Cosmetic_PortraitFrame_Demonhunter	0.683594	0.498047	0.732422	0.664063	1400	510	1500	680
Cosmetic_PortraitFrame_Monk	0.732422	0.498047	0.781250	0.664063	1500	510	1600	680
Cosmetic_PortraitFrame_witchdoctor	0.781250	0.498047	0.830078	0.664063	1600	510	1700	680
Cosmetic_PortraitFrame_Wizard	0.830078	0.498047	0.878906	0.664063	1700	510	1800	680
Cosmetic_PortraitFrame_TreasureGoblin_01	0.878906	0.498047	0.927734	0.664063	1800	510	1900	680
Cosmetic_PortraitFrame_TreasureGoblin_02	0.927734	0.498047	0.976563	0.664063	1900	510	2000	680
Cosmetic_PortraitFrame_TreasureGoblin_03	0.000000	0.664063	0.048828	0.830078	0	680	100	850
Cosmetic_PortraitFrame_TreasureGoblin_04	0.048828	0.664063	0.097656	0.830078	100	680	200	850
Cosmetic_PortraitFrame_TreasureGoblin_05	0.097656	0.664063	0.146484	0.830078	200	680	300	850
Cosmetic_PortraitFrame_TreasureGoblin_06	0.146484	0.664063	0.195313	0.830078	300	680	400	850
Cosmetic_PortraitFrame_BloodshardEncrusted_01	0.195313	0.664063	0.244141	0.830078	400	680	500	850
Cosmetic_PortraitFrame_BloodshardEncrusted_02	0.244141	0.664063	0.292969	0.830078	500	680	600	850
Cosmetic_PortraitFrame_BloodshardEncrusted_03	0.292969	0.664063	0.341797	0.830078	600	680	700	850
Cosmetic_PortraitFrame_BloodshardEncrusted_04	0.341797	0.664063	0.390625	0.830078	700	680	800	850
Cosmetic_PortraitFrame_BloodshardEncrusted_05	0.390625	0.664063	0.439453	0.830078	800	680	900	850
Cosmetic_PortraitFrame_BloodshardEncrusted_06	0.439453	0.664063	0.488281	0.830078	900	680	1000	850
Cosmetic_PortraitFrame_Crusader	0.488281	0.664063	0.537109	0.830078	1000	680	1100	850
Cosmetic_PortraitFrame_PandemoniumFortress_01	0.537109	0.664063	0.585938	0.830078	1100	680	1200	850
Cosmetic_PortraitFrame_PandemoniumFortress_02	0.585938	0.664063	0.634766	0.830078	1200	680	1300	850
Cosmetic_PortraitFrame_PandemoniumFortress_03	0.634766	0.664063	0.683594	0.830078	1300	680	1400	850
Cosmetic_PortraitFrame_PandemoniumFortress_04	0.683594	0.664063	0.732422	0.830078	1400	680	1500	850
Cosmetic_PortraitFrame_PandemoniumFortress_05	0.732422	0.664063	0.781250	0.830078	1500	680	1600	850
Cosmetic_PortraitFrame_PandemoniumFortress_06	0.781250	0.664063	0.830078	0.830078	1600	680	1700	850
Cosmetic_PortraitFrame_Heaven_01	0.830078	0.664063	0.878906	0.830078	1700	680	1800	850
Cosmetic_PortraitFrame_Heaven_02	0.878906	0.664063	0.927734	0.830078	1800	680	1900	850
Cosmetic_PortraitFrame_Heaven_03	0.927734	0.664063	0.976563	0.830078	1900	680	2000	850
Cosmetic_PortraitFrame_Heaven_04	0.000000	0.830078	0.048828	0.996094	0	850	100	1020
Cosmetic_PortraitFrame_Heaven_05	0.048828	0.830078	0.097656	0.996094	100	850	200	1020
Cosmetic_PortraitFrame_Heaven_06	0.097656	0.830078	0.146484	0.996094	200	850	300	1020
Cosmetic_PortraitFrame_EternalWoods_01	0.146484	0.830078	0.195313	0.996094	300	850	400	1020
Cosmetic_PortraitFrame_EternalWoods_02	0.195313	0.830078	0.244141	0.996094	400	850	500	1020
Cosmetic_PortraitFrame_EternalWoods_03	0.244141	0.830078	0.292969	0.996094	500	850	600	1020
Cosmetic_PortraitFrame_EternalWoods_04	0.292969	0.830078	0.341797	0.996094	600	850	700	1020
Cosmetic_PortraitFrame_EternalWoods_05	0.341797	0.830078	0.390625	0.996094	700	850	800	1020
Cosmetic_PortraitFrame_EternalWoods_06	0.390625	0.830078	0.439453	0.996094	800	850	900	1020
Cosmetic_PortraitFrame_Overwatch	0.439453	0.830078	0.488281	0.996094	900	850	1000	1020
Cosmetic_PortraitFrame_RetroAngel	0.488281	0.830078	0.537109	0.996094	1000	850	1100	1020
Cosmetic_PortraitFrame_RetroDemon	0.537109	0.830078	0.585938	0.996094	1100	850	1200	1020
Cosmetic_PortraitFrame_BFA	0.585938	0.830078	0.634766	0.996094	1200	850	1300	1020
Cosmetic_PortraitFrame_season19	0.634766	0.830078	0.683594	0.996094	1300	850	1400	1020
