Name	Xpos(f)	Ypos(f)	XposEnd(f)	YposEnd(t)	Xpos(i)	Ypos(i)	XposEnd(i)	YposEnd(i)
Portrait_TristramGuard_C	0.681641	0.612305	0.791016	0.730469	1396	1254	1620	1496
Portrait_TristramGuard_D	0.794922	0.612305	0.904297	0.730469	1628	1254	1852	1496
Portrait_CaptainRummfoord	0.001953	0.734375	0.111328	0.852539	4	1504	228	1746
Portrait_Adventurer_A	0.115234	0.734375	0.224609	0.852539	236	1504	460	1746
Portrait_Adventurer_B	0.228516	0.734375	0.337891	0.852539	468	1504	692	1746
Portrait_Adventurer_C	0.341797	0.734375	0.451172	0.852539	700	1504	924	1746
Portrait_Adventurer_D	0.455078	0.734375	0.564453	0.852539	932	1504	1156	1746
Portrait_Cultist_A	0.568359	0.734375	0.677734	0.852539	1164	1504	1388	1746
Portrait_Cultist_B	0.681641	0.734375	0.791016	0.852539	1396	1504	1620	1746
Portrait_Cultist_C	0.794922	0.734375	0.904297	0.852539	1628	1504	1852	1746
Portrait_Cultist_D	0.001953	0.856445	0.111328	0.974609	4	1754	228	1996
Portrait_Summoner_A	0.115234	0.856445	0.224609	0.974609	236	1754	460	1996
Portrait_Summoner_B	0.228516	0.856445	0.337891	0.974609	468	1754	692	1996
Portrait_Summoner_C	0.341797	0.856445	0.451172	0.974609	700	1754	924	1996
Portrait_Summoner_D	0.455078	0.856445	0.564453	0.974609	932	1754	1156	1996
Portrait_NPC_Human_Male_01_A	0.568359	0.856445	0.677734	0.974609	1164	1754	1388	1996
Portrait_NPC_Human_Male_02_A	0.681641	0.856445	0.791016	0.974609	1396	1754	1620	1996
Portrait_NPC_Human_Male_03_A	0.794922	0.856445	0.904297	0.974609	1628	1754	1852	1996
Portrait_NPC_Human_Female_01_A	0.341797	0.001953	0.451172	0.120117	700	4	924	246
Portrait_NPC_Human_Female_01_B	0.228516	0.001953	0.337891	0.120117	468	4	692	246
Portrait_NPC_Human_Female_02_A	0.115234	0.001953	0.224609	0.120117	236	4	460	246
Portrait_NPC_Human_Female_03_A	0.228516	0.490234	0.337891	0.608398	468	1004	692	1246
