Name	Xpos(f)	Ypos(f)	XposEnd(f)	YposEnd(t)	Xpos(i)	Ypos(i)	XposEnd(i)	YposEnd(i)
Pouch_02	0.250000	0.267578	0.500000	0.298828	64	548	128	612
Pouch_03	0.500000	0.267578	0.750000	0.298828	128	548	192	612
Pouch_04	0.750000	0.267578	1.000000	0.298828	192	548	256	612
Bag_01	0.250000	0.000000	0.500000	0.048828	64	0	128	100
Blizzcon_Gift	0.250000	0.298828	0.500000	0.330078	64	612	128	676
Book_BlacksmithPlans	0.500000	0.298828	0.750000	0.330078	128	612	192	676
Book_JewelerDesigns	0.750000	0.298828	1.000000	0.330078	192	612	256	676
Book_MysticFormulas	0.000000	0.330078	0.250000	0.361328	0	676	64	740
Crafting_Bone01	0.250000	0.330078	0.500000	0.361328	64	676	128	740
Item_Crafting_CommonScrap	0.500000	0.330078	0.750000	0.361328	128	676	192	740
Item_Crafting_AssortedDebris	0.750000	0.330078	1.000000	0.361328	192	676	256	740
Item_Crafting_ReusableParts	0.000000	0.361328	0.250000	0.392578	0	740	64	804
Item_Crafting_ValuableComponents	0.250000	0.361328	0.500000	0.392578	64	740	128	804
Item_Crafting_BatWing	0.500000	0.361328	0.750000	0.392578	128	740	192	804
Item_Crafting_BitterRoot	0.750000	0.361328	1.000000	0.392578	192	740	256	804
Item_Crafting_BrushedGranite	0.000000	0.392578	0.250000	0.423828	0	804	64	868
Item_Crafting_ChokingSand	0.250000	0.392578	0.500000	0.423828	64	804	128	868
Item_Crafting_CorpseAsh	0.500000	0.392578	0.750000	0.423828	128	804	192	868
Item_Crafting_DecayedHair	0.750000	0.392578	1.000000	0.423828	192	804	256	868
Item_Crafting_DemonBlood	0.000000	0.423828	0.250000	0.455078	0	868	64	932
Item_Crafting_EncrustedHoof	0.250000	0.423828	0.500000	0.455078	64	868	128	932
Item_Crafting_FallenTooth	0.500000	0.423828	0.750000	0.455078	128	868	192	932
Item_Crafting_FieryBrimstone	0.750000	0.423828	1.000000	0.455078	192	868	256	932
Item_Crafting_ForgottenGravestone	0.000000	0.455078	0.250000	0.486328	0	932	64	996
Item_Crafting_FossilizedAmber	0.250000	0.455078	0.500000	0.486328	64	932	128	996
Item_Crafting_FracturedJawbone	0.500000	0.455078	0.750000	0.486328	128	932	192	996
Item_Crafting_HardenedSinew	0.750000	0.455078	1.000000	0.486328	192	932	256	996
Item_Crafting_IridescentTears	0.000000	0.486328	0.250000	0.517578	0	996	64	1060
Item_Crafting_LizardEye	0.250000	0.486328	0.500000	0.517578	64	996	128	1060
Item_Crafting_PetrifiedBark	0.000000	0.298828	0.250000	0.330078	0	612	64	676
Item_Crafting_PurifiedGypsum	0.750000	0.486328	1.000000	0.517578	192	996	256	1060
Item_Crafting_ShinyScale	0.000000	0.517578	0.250000	0.548828	0	1060	64	1124
Item_Crafting_VolcanicCoals	0.250000	0.517578	0.500000	0.548828	64	1060	128	1124
Item_Cowbell	0.500000	0.517578	0.750000	0.548828	128	1060	192	1124
Item_Elixer_Blue	0.750000	0.517578	1.000000	0.548828	192	1060	256	1124
Item_Elixer_Green	0.000000	0.548828	0.250000	0.580078	0	1124	64	1188
Item_Elixer_Orange	0.250000	0.548828	0.500000	0.580078	64	1124	128	1188
Item_Elixer_Purple	0.500000	0.548828	0.750000	0.580078	128	1124	192	1188
Item_Elixer_Yellow	0.750000	0.548828	1.000000	0.580078	192	1124	256	1188
Item_Essence_Tier01	0.000000	0.580078	0.250000	0.611328	0	1188	64	1252
Item_Essence_Tier02	0.250000	0.580078	0.500000	0.611328	64	1188	128	1252
Item_Essence_Tier03	0.500000	0.580078	0.750000	0.611328	128	1188	192	1252
Item_Essence_Tier04	0.750000	0.580078	1.000000	0.611328	192	1188	256	1252
Item_Essence_Tier05	0.000000	0.611328	0.250000	0.642578	0	1252	64	1316
Item_Essence_Tier06	0.250000	0.611328	0.500000	0.642578	64	1252	128	1316
Item_Essence_Tier07	0.500000	0.611328	0.750000	0.642578	128	1252	192	1316
Item_Essence_Tier08	0.750000	0.611328	1.000000	0.642578	192	1252	256	1316
Item_Essence_Tier09	0.000000	0.642578	0.250000	0.673828	0	1316	64	1380
Item_Essence_Tier10	0.250000	0.642578	0.500000	0.673828	64	1316	128	1380
Item_EssenceJar_Tier01	0.500000	0.642578	0.750000	0.673828	128	1316	192	1380
Item_EssenceJar_Tier02	0.750000	0.642578	1.000000	0.673828	192	1316	256	1380
Item_EssenceJar_Tier03	0.000000	0.673828	0.250000	0.705078	0	1380	64	1444
Item_EssenceJar_Tier04	0.250000	0.673828	0.500000	0.705078	64	1380	128	1444
Item_RuneDust_Tier01	0.500000	0.673828	0.750000	0.705078	128	1380	192	1444
Item_RuneDust_Tier02	0.750000	0.673828	1.000000	0.705078	192	1380	256	1444
Item_RuneDust_Tier03	0.000000	0.705078	0.250000	0.736328	0	1444	64	1508
Item_RuneDust_Tier04	0.250000	0.705078	0.500000	0.736328	64	1444	128	1508
Item_RuneDust_Tier05	0.500000	0.705078	0.750000	0.736328	128	1444	192	1508
Item_RuneDust_Tier06	0.750000	0.705078	1.000000	0.736328	192	1444	256	1508
Item_RuneDust_Tier07	0.000000	0.736328	0.250000	0.767578	0	1508	64	1572
Item_Potion_Invisibility	0.250000	0.736328	0.500000	0.767578	64	1508	128	1572
Item_Potion_Power	0.500000	0.736328	0.750000	0.767578	128	1508	192	1572
Item_Potion_Protection	0.750000	0.736328	1.000000	0.767578	192	1508	256	1572
PageOfKnowledge01	0.000000	0.767578	0.250000	0.798828	0	1572	64	1636
PageOfTraining	0.250000	0.767578	0.500000	0.798828	64	1572	128	1636
TomeOfKnowledge	0.500000	0.767578	0.750000	0.798828	128	1572	192	1636
TomeOfTraining	0.750000	0.767578	1.000000	0.798828	192	1572	256	1636
Item_AngelWings_Blue	0.000000	0.798828	0.250000	0.830078	0	1636	64	1700
Item_DemonWings_Black	0.250000	0.798828	0.500000	0.830078	64	1636	128	1700
Item_BoneWings_Black	0.500000	0.798828	0.750000	0.830078	128	1636	192	1700
Item_ImperiusWings	0.750000	0.798828	1.000000	0.830078	192	1636	256	1700
Item_WoDFlag_icon	0.000000	0.830078	0.250000	0.861328	0	1700	64	1764
LootRunKey	0.250000	0.830078	0.500000	0.861328	64	1700	128	1764
Item_p2_AnniversaryPennant_01_icon	0.500000	0.830078	0.750000	0.861328	128	1700	192	1764
Item_p2_HeroesPennant_01_icon	0.750000	0.830078	1.000000	0.861328	192	1700	256	1764
p4_Classes_Crusader_SetDungeons_Base	0.000000	0.861328	0.250000	0.892578	0	1764	64	1828
p4_Classes_Crusader_SetDungeons_Mastery	0.250000	0.861328	0.500000	0.892578	64	1764	128	1828
p4_Classes_Wiz_SetDungeons_Base	0.500000	0.861328	0.750000	0.892578	128	1764	192	1828
p4_Classes_Wiz_SetDungeons_Mastery	0.750000	0.861328	1.000000	0.892578	192	1764	256	1828
p4_Classes_WD_SetDungeons_Base	0.000000	0.892578	0.250000	0.923828	0	1828	64	1892
p4_Classes_WD_SetDungeons_Mastery	0.250000	0.892578	0.500000	0.923828	64	1828	128	1892
p4_Classes_DH_SetDungeons_Base	0.500000	0.892578	0.750000	0.923828	128	1828	192	1892
p4_Classes_DH_SetDungeons_Mastery	0.750000	0.892578	1.000000	0.923828	192	1828	256	1892
p4_Classes_Barb_SetDungeons_Base	0.000000	0.923828	0.250000	0.955078	0	1892	64	1956
p4_Classes_Barb_SetDungeons_Mastery	0.250000	0.923828	0.500000	0.955078	64	1892	128	1956
p4_Classes_Monk_SetDungeons_Base	0.500000	0.923828	0.750000	0.955078	128	1892	192	1956
p4_Classes_Monk_SetDungeons_Mastery	0.750000	0.923828	1.000000	0.955078	192	1892	256	1956
p4_Classes_NM_SetDungeons_Base	0.000000	0.955078	0.250000	0.986328	0	1956	64	2020
cosmetic_wings_mercy	0.750000	0.000000	1.000000	0.031250	192	0	256	64
cosmetic_Wings_SetDngn_Mastery	0.500000	0.000000	0.750000	0.031250	128	0	192	64
cosmetic_Wings_SetDngn_Basic	0.500000	0.486328	0.750000	0.517578	128	996	192	1060
