Name	Xpos(f)	Ypos(f)	XposEnd(f)	YposEnd(t)	Xpos(i)	Ypos(i)	XposEnd(i)	YposEnd(i)
x1_CraftingReagent_Legendary_Unique_Axe_1H_004	0.698242	0.007813	0.729492	0.257813	1430	2	1494	66
x1_CraftingReagent_Legendary_Unique_Axe_2H_010	0.731445	0.007813	0.762695	0.257813	1498	2	1562	66
x1_CraftingReagent_Legendary_Unique_Belt_004	0.764648	0.007813	0.795898	0.257813	1566	2	1630	66
x1_CraftingReagent_Legendary_Unique_Boots_005	0.797852	0.007813	0.829102	0.257813	1634	2	1698	66
x1_CraftingReagent_Legendary_Unique_Bow_007	0.831055	0.007813	0.862305	0.257813	1702	2	1766	66
x1_CraftingReagent_Legendary_Unique_Bow_010	0.864258	0.007813	0.895508	0.257813	1770	2	1834	66
x1_CraftingReagent_Legendary_Unique_Bracer_001	0.897461	0.007813	0.928711	0.257813	1838	2	1902	66
x1_CraftingReagent_Legendary_Unique_Bracer_103	0.930664	0.007813	0.961914	0.257813	1906	2	1970	66
x1_CraftingReagent_Legendary_Unique_CeremonialDagger_006	0.963867	0.007813	0.995117	0.257813	1974	2	2038	66
x1_CraftingReagent_Legendary_Unique_Chest_019	0.000977	0.523438	0.032227	0.773438	2	134	66	198
x1_CraftingReagent_Legendary_Unique_CombatStaff_2H_004	0.034180	0.523438	0.065430	0.773438	70	134	134	198
x1_CraftingReagent_Legendary_Unique_CombatStaff_2H_008	0.067383	0.523438	0.098633	0.773438	138	134	202	198
x1_CraftingReagent_Legendary_Unique_CruShield_101	0.100586	0.523438	0.131836	0.773438	206	134	270	198
x1_CraftingReagent_Legendary_Unique_Dagger_006	0.133789	0.523438	0.165039	0.773438	274	134	338	198
x1_CraftingReagent_Legendary_Unique_Fist_004	0.166992	0.523438	0.198242	0.773438	342	134	406	198
x1_CraftingReagent_Legendary_Unique_Flail_1H_101	0.200195	0.523438	0.231445	0.773438	410	134	474	198
x1_CraftingReagent_Legendary_Unique_Gloves_001	0.233398	0.523438	0.264648	0.773438	478	134	542	198
x1_CraftingReagent_Legendary_Unique_HandXBow_006	0.266602	0.523438	0.297852	0.773438	546	134	610	198
x1_CraftingReagent_Legendary_Unique_Helm_011	0.299805	0.523438	0.331055	0.773438	614	134	678	198
x1_CraftingReagent_Legendary_Unique_Mace_1H_009	0.333008	0.523438	0.364258	0.773438	682	134	746	198
x1_CraftingReagent_Legendary_Unique_Mace_2H_006	0.366211	0.523438	0.397461	0.773438	750	134	814	198
x1_CraftingReagent_Legendary_Unique_Mighty_1H_001	0.399414	0.523438	0.430664	0.773438	818	134	882	198
x1_CraftingReagent_Legendary_Unique_Mighty_2H_012	0.432617	0.523438	0.463867	0.773438	886	134	950	198
x1_CraftingReagent_Legendary_Unique_Mojo_002	0.465820	0.523438	0.497070	0.773438	954	134	1018	198
x1_CraftingReagent_Legendary_Unique_Orb_004	0.499023	0.523438	0.530273	0.773438	1022	134	1086	198
x1_CraftingReagent_Legendary_Unique_Pants_005	0.532227	0.523438	0.563477	0.773438	1090	134	1154	198
x1_CraftingReagent_Legendary_Unique_Quiver_003	0.565430	0.523438	0.596680	0.773438	1158	134	1222	198
x1_CraftingReagent_Legendary_Unique_Shield_011	0.598633	0.523438	0.629883	0.773438	1226	134	1290	198
x1_CraftingReagent_Legendary_Unique_Shoulder_007	0.631836	0.523438	0.663086	0.773438	1294	134	1358	198
x1_CraftingReagent_Legendary_Unique_Staff_002	0.665039	0.523438	0.696289	0.773438	1362	134	1426	198
x1_CraftingReagent_Legendary_Unique_Sword_1H_019	0.698242	0.523438	0.729492	0.773438	1430	134	1494	198
x1_CraftingReagent_Legendary_Unique_Wand_009	0.731445	0.523438	0.762695	0.773438	1498	134	1562	198
x1_CraftingReagent_Legendary_Unique_XBow_004	0.764648	0.523438	0.795898	0.773438	1566	134	1630	198
